Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie
1998-01-31,100,101.4,100,101.4
1998-02-28,101.49,103.02,101.48,103.02
1998-03-31,103.11,104.65,103.11,104.65
1998-04-30,104.72,106.21,104.72,106.21
1998-05-31,107.49,108.08,107.49,108.08
1998-06-30,108.24,110.45,108.24,110.45
1998-07-31,110.5,115.54,110.5,115.54
1998-08-31,115.73,117.07,115.73,117.07
1998-09-30,117.1,118.45,117.1,118.45
1998-10-31,118.49,119.98,118.49,119.95
1998-11-30,120.03,124.68,120.03,124.68
1998-12-31,124.75,126.15,124.75,126.15
1999-01-31,126.29,127.88,126.29,127.88
1999-02-28,127.97,128.77,127.97,128.77
1999-03-31,128.79,129.96,128.79,129.96
1999-04-30,129.96,131.18,129.96,131.18
1999-05-31,131.31,132.2,131.31,132.2
1999-06-30,132.24,133.11,132.24,133.11
1999-07-31,133.15,134.19,133.15,134.19
1999-08-31,134.25,135.04,133.72,135.04
1999-09-30,135.09,135.71,135.09,135.71
1999-10-31,135.78,136.93,135.78,136.93
1999-11-30,136.97,138.15,136.94,138.14
1999-12-31,138.48,139.64,138.41,139.64
2000-01-31,139.81,141.06,139.78,141.06
2000-02-29,141.11,142.79,141.11,141.87
2000-03-31,141.79,145.39,141.79,144.94
2000-04-30,144.53,145.49,144.49,145.2
2000-05-31,145.35,145.46,144.48,145.22
2000-06-30,145.9,146.05,145.4,145.54
2000-07-31,145.92,147.25,145.92,147.25
2000-08-31,147.29,148.48,147.27,148.48
2000-09-30,148.45,150.47,148.45,150.31
2000-10-31,150.19,150.71,149.46,150.54
2000-11-30,150.45,151.59,150.45,151.59
2000-12-31,151.58,152.49,151.54,151.94
2001-01-31,152.19,153.56,152.19,152.47
2001-02-28,152.73,153.29,152.51,152.91
2001-03-31,153.14,153.37,152.21,152.21
2001-04-30,152.15,153.97,151.45,152.61
2001-05-31,152.17,152.57,151.44,151.75
2001-06-30,151.4,152.88,150.85,152.06
2001-07-31,151.99,154.98,151.6,154.98
2001-08-31,155.12,157.57,155.12,157.57
2001-09-30,157.82,159.71,157.29,159.32
2001-10-31,160.03,163.33,160.03,163.33
2001-11-30,163.46,166.38,163.46,166.13
2001-12-31,166.43,168.47,166.43,168.47
2002-01-31,168.55,171.94,168.55,171.9
2002-02-28,171.97,172.94,171.97,172.91
2002-03-31,173.03,174,173.03,174
2002-04-30,174.19,175.72,174.17,175.68
2002-05-31,175.76,177.45,175.76,177.45
2002-06-30,177.6,180.12,177.57,180.12
2002-07-31,180.22,180.95,180.18,180.95
2002-08-31,181.05,183,181.05,183
2002-09-30,183.15,184.95,183.14,184.95
2002-10-31,185.3,187.57,185.3,187.57
2002-11-30,187.7,189.96,187.7,189.7
2002-12-31,189.75,191.57,189.75,191.57
2003-01-31,191.86,192.28,191.78,191.89
2003-02-28,191.87,193.21,191.85,193.21
2003-03-31,193.31,194.15,193.31,194.15
2003-04-30,194.48,195.96,194.43,195.95
2003-05-31,196.16,198.76,196.16,198.62
2003-06-30,198.71,199.06,198.61,198.83
2003-07-31,198.87,198.92,197.9,197.9
2003-08-31,198.01,198.64,197.64,198.18
2003-09-30,198.3,198.41,197.57,197.59
2003-10-31,197.87,198.11,194.75,194.75
2003-11-30,194.08,195.2,193.45,193.49
2003-12-31,192.99,196.42,192.99,196.42
2004-01-31,196.29,197.47,196.12,196.78
2004-02-29,196.64,197.94,196.62,197.52
2004-03-31,197.78,198.26,197.32,198.11
2004-04-30,198.15,198.15,196.51,196.51
2004-05-31,196.72,197.04,195.8,196.76
2004-06-30,196.73,198.1,196.53,197.44
2004-07-31,197.61,197.61,196.61,197.45
2004-08-31,197.67,199.11,197.47,198.87
2004-09-30,198.88,200.35,198.79,200.35
2004-10-31,200.56,200.85,200.52,200.81
2004-11-30,200.88,202.67,200.88,202.14
2004-12-31,202.23,204.53,202.23,204.53
2005-01-31,204.5,204.68,202.47,204.13
2005-02-28,204.36,208.59,204.36,208.25
2005-03-31,208.81,208.94,206.36,207.74
2005-04-30,207.87,208.57,207.63,207.72
2005-05-31,207.68,210.15,207.68,210.15
2005-06-30,210.9,214.01,210.9,214.01
2005-07-31,214,214.48,212.85,212.99
2005-08-31,212.64,213.62,212.45,213.48
2005-09-30,213.89,215.26,213.89,214.22
2005-10-31,213.99,214.24,211.34,211.34
2005-11-30,211.74,212.22,209.81,211.64
2005-12-31,211.24,213.37,211.24,212.92
2006-01-31,212.85,215.22,212.85,214.26
2006-02-28,215.03,217.66,214.75,217.66
2006-03-31,218.26,221.56,216.34,219.35
2006-04-30,218.97,220.1,218.48,218.49
2006-05-31,218.62,219.22,217.58,218.3
2006-06-30,218.13,218.51,213.72,215.46
2006-07-31,215.87,218.01,214.76,216.77
2006-08-31,216.81,217.75,216.31,217.22
2006-09-30,216.99,218.76,216.74,217.55
2006-10-31,217.72,220.37,217.72,220.3
2006-11-30,220.78,221.94,220.78,221.94
2006-12-31,222.12,223.42,222.12,223.1
2007-01-31,223.62,224.97,223.34,224.4
2007-02-28,224.49,224.78,223.71,223.8
2007-03-31,224.34,225.15,224.3,225.14
2007-04-30,224.8,225.37,224.8,225.37
2007-05-31,225.46,226.14,225.23,225.93
2007-06-30,226.06,226.25,224.12,224.21
2007-07-31,224.13,225.21,223.89,224.76
2007-08-31,224.67,225.21,224.04,224.39
2007-09-30,224.52,226.21,224.5,226.11
2007-10-31,226.22,226.54,225.41,225.96
2007-11-30,225.97,225.97,223.53,224.07
2007-12-31,223.8,224.14,223,223.73
2008-01-31,223.52,226.53,223.23,226.53
2008-02-29,226.75,226.83,224.48,224.57
2008-03-31,224.17,225.77,223.24,225.63
2008-04-30,225.88,227.3,225.26,227.2
2008-05-31,227.29,227.29,225.48,225.96
2008-06-30,225.76,225.76,224.01,224.54
2008-07-31,224.61,227.63,224.27,227.4
2008-08-31,227.75,230.24,227.71,229.64
2008-09-30,229.84,232.28,229.78,231.99
2008-10-31,232.16,232.91,224.06,227.83
2008-11-30,228.85,235.41,228.85,235.41
2008-12-31,235.02,240.28,234.43,240.11
2009-01-31,240.8,243.02,240.17,240.47
2009-02-28,240.82,241.24,233.21,235.85
2009-03-31,235.23,235.23,226.85,228.19
2009-04-30,228.33,230.71,228.33,230.71
2009-05-31,230.36,230.49,227.45,228.86
2009-06-30,229.22,230.4,229.08,230.4
2009-07-31,230.66,233.33,230.66,233.33
2009-08-31,233.67,233.76,232.77,233.09
2009-09-30,233.27,233.54,232.34,233.54
2009-10-31,233.36,234.99,233.25,234.88
2009-11-30,234.96,235.53,234.87,235.46
2009-12-31,235.51,235.94,235.34,235.89
2010-01-31,236,238.59,236,238.59
2010-02-28,238.99,240.03,238.69,240.03
2010-03-31,240.32,243.47,239.98,243.47
2010-04-30,243.71,244.67,242.95,244.11
2010-05-31,243.31,244.35,242.19,243.62
2010-06-30,243.41,244.1,242.48,243.22
2010-07-31,243.28,244.91,243.28,244.63
2010-08-31,244.7,248.37,244.54,247.18
2010-09-30,247.2,248.3,246.28,248.3
2010-10-31,248.48,248.9,247.56,247.87
2010-11-30,247.59,247.87,245.95,246.63
2010-12-31,246.91,247.95,246.84,247.88
2011-01-31,247.45,247.45,245.86,246.09
2011-02-28,246.48,247.29,246.48,247.29
2011-03-31,247.26,248.09,246.82,248.09
2011-04-30,248.07,249.49,248.07,249.45
2011-05-31,249.59,250.94,249.59,250.94
2011-06-30,251.11,253.48,251.11,253.48
2011-07-31,253.62,254.5,252.91,254.5
2011-08-31,254.78,257.05,254.59,257.05
2011-09-30,257,258.22,256.93,257.16
2011-10-31,257.1,258.46,257.07,258.29
2011-11-30,258.29,258.71,256.64,257.5
2011-12-31,257.57,258.79,257.57,258.66
2012-01-31,258.8,260.08,258.5,260.08
2012-02-29,260.24,261.58,260.17,261.58
2012-03-31,261.76,263.05,261.76,262.38
2012-04-30,262.52,263.55,261.85,263.5
2012-05-31,263.91,264.27,263.11,263.83
2012-06-30,264.05,266.27,264.05,266.27
2012-07-31,266.45,269.22,266.45,269.22
2012-08-31,269.46,270.55,268.76,270.55
2012-09-30,270.8,272.39,270.28,272.39
2012-10-31,272.28,274.44,272.21,274.44
2012-11-30,275.25,279.85,275.25,279.85
2012-12-31,279.5,283.26,279.47,283.23
2013-01-31,282.77,282.86,280.39,282.5
2013-02-28,282.6,282.6,280.72,281.76
2013-03-31,281.75,283.95,281.34,283.61
2013-04-30,284.08,288.63,284.08,288.63
2013-05-31,289.25,290.38,286.87,286.87
2013-06-30,287.22,287.59,282.84,284.15
2013-07-31,284.63,288.03,284.63,286.35
2013-08-31,286.21,286.26,284.57,284.87
2013-09-30,284.69,284.8,282.28,283.69
2013-10-31,283.83,288.02,283.83,287.47
2013-11-30,286.82,287.12,285.76,285.9
2013-12-31,285.75,287.21,285.75,286.97
2014-01-31,286.62,287.9,285.53,285.53
2014-02-28,285.75,287.75,285.75,287.75
2014-03-31,287.48,289.07,287.48,289.07
2014-04-30,289.03,290.57,289.02,290.57
2014-05-31,290.62,293.4,290.62,293.21
2014-06-30,293.39,295.61,293.39,295.56
2014-07-31,295.73,297.55,295.37,296.67
2014-08-31,296.45,299.03,296.39,298.87
2014-09-30,299,301.36,298.89,300.5
2014-10-31,300.85,303.82,300.59,303.82
2014-11-30,303.72,305.04,302.91,305.04
2014-12-31,304.6,304.6,303.24,304.29
2015-01-31,304.75,308.85,304.75,308.85
2015-02-28,308.6,308.6,306.33,308.1
2015-03-31,308.13,308.54,306,308.01
2015-04-30,308.15,308.81,306.01,306.01
2015-05-31,306.16,306.16,303.97,304.34
2015-06-30,304.1,304.1,301.51,302.13
2015-07-31,302.51,305.51,302.51,305.14
2015-08-31,305.23,306.88,304.46,305.5
2015-09-30,304.91,306.8,304.68,306.59
2015-10-31,307.16,309.7,307.16,309.23
2015-11-30,308.93,309.72,307.12,309.44
2015-12-31,309.51,309.53,305.61,308.25
2016-01-31,308.03,310.32,307.82,309.13
2016-02-29,308.94,311.29,308.89,310.84
2016-03-31,310.98,312.22,310.47,312.21
2016-04-30,312.46,312.79,311.7,312.05
2016-05-31,311.77,312.69,311.55,311.84
2016-06-30,311.65,314.61,310.97,314.61
2016-07-31,314.85,315.8,314.74,315.61
2016-08-31,316.39,318.5,316.32,318.05
2016-09-30,317.67,318.11,316.9,317.21
2016-10-31,317.36,317.5,315.43,316.04
2016-11-30,316.17,316.26,311.88,312.29
2016-12-31,311.75,314.6,311.32,313.35
2017-01-31,312.7,313.87,312.44,312.98
2017-02-28,313.04,314.6,313.04,314.6
2017-03-31,314.37,317.79,314.37,317.79
2017-04-30,318.25,318.92,317.95,318.77
2017-05-31,318.63,321.46,318.51,321.46
2017-06-30,321.29,322.49,321.29,321.5
2017-07-31,322.21,322.91,321.39,322.33
2017-08-31,322.36,323.88,322.06,323.7
2017-09-30,323.81,325.19,323.81,324.1
2017-10-31,324.01,325.02,323.35,324.86
2017-11-30,324.45,326.68,324.45,326.05
2017-12-31,326.03,327.15,326.03,327.07
2018-01-31,327.36,328.29,327.04,327.35
2018-02-28,327.35,329.25,326.9,329.25
2018-03-31,329.62,331.91,329.62,331.91
2018-04-30,331.91,333.27,331.91,332.63
2018-05-31,331.95,332.28,330.57,331.6
2018-06-30,331.82,332.69,331.19,332.3
2018-07-31,332.22,333.31,331.72,333.11
2018-08-31,333.19,333.73,333.19,333.31
2018-09-30,332.88,333.27,332.3,333.06
2018-10-31,333.16,334.56,332.63,333.93
2018-11-30,334.01,334.99,333.11,334.99
2018-12-31,334.98,337.54,334.87,337.54
2019-01-31,338.08,338.81,336.88,338.81
2019-02-28,338.45,339.35,337.41,337.41
2019-03-31,337.36,339.17,337.36,338.98
2019-04-30,338.69,339.42,337.51,337.51
2019-05-31,337.23,341.86,337.23,341.86
2019-06-30,342.2,345.22,342.2,344.3
2019-07-31,344.82,349.07,344.82,347.97
2019-08-31,348.05,352.69,348.05,351.49
2019-09-30,351.26,351.54,347.39,349.77
2019-10-31,349.81,352.38,349.81,351.4
2019-11-30,351.49,351.49,348.65,350.8
2019-12-31,350.25,351.18,349.45,349.45
2020-01-31,349.76,350.42,346.7,350.41
2020-02-29,350.24,354.86,349.81,354.49
2020-03-31,355.57,358.28,346.48,351.7
2020-04-30,350.97,356.88,350.72,355.38
2020-05-31,355.25,361.69,354.52,361.69
2020-06-30,360.95,361.84,358.87,361.84
2020-07-31,361.53,364.76,361.53,364.76
2020-08-31,364.51,365.11,363.57,363.75
2020-09-30,364.05,365.82,364.05,365.82
2020-10-31,365.87,369.53,365.87,369.28
2020-11-30,369.3,371.19,369.3,370.29
2020-12-31,370.13,371.42,368.71,370.86
2021-01-31,371.39,373.55,371.22,373.39
2021-02-28,373.59,373.59,369.4,369.4
2021-03-31,370.06,370.31,368.22,369.1
2021-04-30,369.06,370.64,367.91,367.91
2021-05-31,368.29,368.66,363.22,365.48
2021-06-30,365.35,367.39,364.83,366.6
2021-07-31,365.38,367.6,364.74,366.93
2021-08-31,367.17,367.45,366.01,366.01
2021-09-30,365.41,365.41,362.64,362.64
2021-10-31,362.15,362.15,351.79,352.02
2021-11-30,350.79,350.79,339.04,341.63
2021-12-31,339.98,341.86,334.21,334.21
2022-01-31,334.28,335.32,332.06,332.06
2022-02-28,332.33,334.92,328.54,328.54
2022-03-31,329.93,329.93,307.71,312.59
2022-04-30,310.24,310.24,295.67,295.67
2022-05-31,294.73,296.78,288.7,295.38
2022-06-30,296.48,296.48,278.21,291.26
2022-07-31,295.97,308.47,292.19,308.47
2022-08-31,310.46,312.33,300.31,301.88
2022-09-30,301.79,306.63,292.53,294.24
2022-10-31,295.7,297.02,274.82,279.73
2022-11-30,280.04,302.33,280.04,302.33
2022-12-31,304.85,307.45,302.47,304.42
2023-01-31,305.87,319.39,305.87,317.6
2023-02-28,318.67,321.56,310.95,313.49
2023-03-31,313.16,321.22,311.75,320.85
2023-04-30,321.18,324.4,320.51,324.4
2023-05-31,326.31,327.19,322.9,324.73
2023-06-30,325.82,328.4,324.96,328.4
2023-07-31,329.05,335.06,327.44,334.17
2023-08-31,333.66,334.49,331.3,334.48
2023-09-30,334.11,336.17,332.13,333
2023-10-31,332.75,335.18,331.15,335.18
2023-11-30,336.59,340.65,335.71,340.31
2023-12-31,341.42,349.13,341.42,347.87
2024-01-31,346.97,349.95,346.64,349.95
2024-02-29,350.67,350.67,347.3,349.49
2024-03-31,350.19,351.11,348.1,348.76
